#Sequence ID	name	method	country	date	latlon	latitude	longitude	locality	lat_lon
Unknown|00000000|Unknown|3019	SRA Sample SRR1805011 124	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1851	SRA Sample SRR3160439 519	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4606	SRA Sample SRR1803358 544	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|394	SRA Sample ERR589821 50	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|2651	SRA Sample SRR3160439 1319	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1508	SRA Sample SRR3160439 176	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2218	SRA Sample SRR3160439 886	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1054	SRA Sample SRR4408002 667	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3235	SRA Sample SRR1805011 340	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3595	SRA Sample SRR1805011 700	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4045	SRA Sample SRR2674233 135	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4207	SRA Sample SRR1803358 145	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4540	SRA Sample SRR1803358 478	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2560	SRA Sample SRR3160439 1228	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2668	SRA Sample SRR3160439 1336	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|68	SRA Sample ERR1018206 68	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|4452	SRA Sample SRR1803358 390	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2573	SRA Sample SRR3160439 1241	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2191	SRA Sample SRR3160439 859	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|457	SRA Sample ERR589821 113	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|207	SRA Sample SRR341602 207	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4188	SRA Sample SRR1803358 126	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1055	SRA Sample SRR4408002 668	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3520	SRA Sample SRR1805011 625	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1065	SRA Sample SRR4408002 678	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1656	SRA Sample SRR3160439 324	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3967	SRA Sample SRR2674233 57	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3406	SRA Sample SRR1805011 511	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|929	SRA Sample SRR4408002 542	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|615	SRA Sample SRR4408002 228	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2364	SRA Sample SRR3160439 1032	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1097	SRA Sample SRR4305224 8	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|254	SRA Sample ERR1018206 254	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|3256	SRA Sample SRR1805011 361	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|174	SRA Sample SRR341602 174	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1751	SRA Sample SRR3160439 419	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|114	SRA Sample SRR341602 114	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2389	SRA Sample SRR3160439 1057	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3288	SRA Sample SRR1805011 393	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3586	SRA Sample SRR1805011 691	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3694	SRA Sample SRR061934 58	haplotype called by gretel version 0.0.8							
Division_No_18|20101001|Canada|18	SRA Sample SRR1554402 18	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Unknown|00000000|Unknown|618	SRA Sample SRR4408002 231	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|29	SRA Sample ERR1018206 29	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|4091	SRA Sample SRR1803358 29	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4135	SRA Sample SRR1803358 73	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2038	SRA Sample SRR3160439 706	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|127	SRA Sample ERR1018206 127	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|2238	SRA Sample SRR3160439 906	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2162	SRA Sample SRR3160439 830	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|381	SRA Sample SRR341602 381	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2217	SRA Sample SRR3160439 885	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2479	SRA Sample SRR3160439 1147	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3873	SRA Sample SRR341639 134	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1696	SRA Sample SRR3160439 364	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2980	SRA Sample SRR1805011 85	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1952	SRA Sample SRR3160439 620	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|23	SRA Sample ERR1018206 23	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|3409	SRA Sample SRR1805011 514	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2872	SRA Sample SRR1804611 131	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2346	SRA Sample SRR3160439 1014	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|911	SRA Sample SRR4408002 524	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|887	SRA Sample SRR4408002 500	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1531	SRA Sample SRR3160439 199	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|215	SRA Sample SRR341602 215	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1165	SRA Sample SRR4305224 76	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|113	SRA Sample ERR1018206 113	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20120101|China|22	SRA Sample ERR1018206 22	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|18	SRA Sample SRR341602 18	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1092	SRA Sample SRR4305224 3	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1182	SRA Sample SRR346703 2	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3846	SRA Sample SRR341639 107	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4709	SRA Sample SRR061149 83	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1963	SRA Sample SRR3160439 631	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2196	SRA Sample SRR3160439 864	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2110	SRA Sample SRR3160439 778	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4279	SRA Sample SRR1803358 217	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|235	SRA Sample SRR341602 235	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|938	SRA Sample SRR4408002 551	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4152	SRA Sample SRR1803358 90	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1223	SRA Sample SRR346703 43	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|156	SRA Sample ERR1018206 156	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|2199	SRA Sample SRR3160439 867	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|270	SRA Sample ERR1018206 270	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20120101|China|73	SRA Sample ERR1018206 73	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|4704	SRA Sample SRR061149 78	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|833	SRA Sample SRR4408002 446	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4273	SRA Sample SRR1803358 211	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1025	SRA Sample SRR4408002 638	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4242	SRA Sample SRR1803358 180	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3628	SRA Sample SRR1805011 733	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2755	SRA Sample SRR1804611 14	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2094	SRA Sample SRR3160439 762	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3283	SRA Sample SRR1805011 388	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|494	SRA Sample SRR4408002 107	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|10	SRA Sample SRR341602 10	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|126	SRA Sample ERR1018206 126	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20120101|China|201	SRA Sample ERR1018206 201	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|1300	SRA Sample SRR346703 120	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|749	SRA Sample SRR4408002 362	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2985	SRA Sample SRR1805011 90	haplotype called by gretel version 0.0.8							
Division_No_18|20101001|Canada|2	SRA Sample SRR1554402 2	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Unknown|00000000|Unknown|2166	SRA Sample SRR3160439 834	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|31	SRA Sample SRR341602 31	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4173	SRA Sample SRR1803358 111	haplotype called by gretel version 0.0.8							
Division_No_18|20101001|Canada|19	SRA Sample SRR1554402 19	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Unknown|00000000|Unknown|1215	SRA Sample SRR346703 35	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1120	SRA Sample SRR4305224 31	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|605	SRA Sample SRR4408002 218	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1898	SRA Sample SRR3160439 566	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|61	SRA Sample SRR3160438 61	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|38	SRA Sample SRR341602 38	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1537	SRA Sample SRR3160439 205	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1083	SRA Sample SRR4408002 696	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1402	SRA Sample SRR3160439 70	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3021	SRA Sample SRR1805011 126	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2898	SRA Sample SRR1805011 3	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1354	SRA Sample SRR3160439 22	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|154	SRA Sample SRR341602 154	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4259	SRA Sample SRR1803358 197	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|331	SRA Sample ERR1018206 331	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|2922	SRA Sample SRR1805011 27	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4652	SRA Sample SRR061149 26	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2540	SRA Sample SRR3160439 1208	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|291	SRA Sample SRR341602 291	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1233	SRA Sample SRR346703 53	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2296	SRA Sample SRR3160439 964	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3775	SRA Sample SRR341639 36	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4592	SRA Sample SRR1803358 530	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|703	SRA Sample SRR4408002 316	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4316	SRA Sample SRR1803358 254	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|143	SRA Sample ERR1018206 143	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|2134	SRA Sample SRR3160439 802	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1598	SRA Sample SRR3160439 266	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2551	SRA Sample SRR3160439 1219	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3724	SRA Sample SRR061934 88	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|175	SRA Sample ERR1018206 175	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|3537	SRA Sample SRR1805011 642	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1238	SRA Sample SRR346703 58	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|405	SRA Sample SRR4408002 18	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2107	SRA Sample SRR3160439 775	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3957	SRA Sample SRR2674233 47	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1608	SRA Sample SRR3160439 276	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2039	SRA Sample SRR3160439 707	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3484	SRA Sample SRR1805011 589	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1551	SRA Sample SRR3160439 219	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|602	SRA Sample SRR4408002 215	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2785	SRA Sample SRR1804611 44	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|180	SRA Sample SRR341602 180	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3219	SRA Sample SRR1805011 324	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3417	SRA Sample SRR1805011 522	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4070	SRA Sample SRR1803358 8	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2297	SRA Sample SRR3160439 965	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|836	SRA Sample SRR4408002 449	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1454	SRA Sample SRR3160439 122	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2126	SRA Sample SRR3160439 794	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3742	SRA Sample SRR341639 3	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2434	SRA Sample SRR3160439 1102	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|547	SRA Sample SRR4408002 160	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4525	SRA Sample SRR1803358 463	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|150	SRA Sample SRR341602 150	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1116	SRA Sample SRR4305224 27	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1113	SRA Sample SRR4305224 24	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2935	SRA Sample SRR1805011 40	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2936	SRA Sample SRR1805011 41	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|520	SRA Sample ERR589821 176	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|3843	SRA Sample SRR341639 104	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4678	SRA Sample SRR061149 52	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1948	SRA Sample SRR3160439 616	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|647	SRA Sample SRR4408002 260	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3103	SRA Sample SRR1805011 208	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1322	SRA Sample SRR346703 142	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2871	SRA Sample SRR1804611 130	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3134	SRA Sample SRR1805011 239	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3603	SRA Sample SRR1805011 708	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1498	SRA Sample SRR3160439 166	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2055	SRA Sample SRR3160439 723	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4388	SRA Sample SRR1803358 326	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|914	SRA Sample SRR4408002 527	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4053	SRA Sample SRR2674233 143	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4134	SRA Sample SRR1803358 72	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3672	SRA Sample SRR061934 36	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|237	SRA Sample ERR1018206 237	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20120101|China|43	SRA Sample ERR1018206 43	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|2548	SRA Sample SRR3160439 1216	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2139	SRA Sample SRR3160439 807	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|739	SRA Sample SRR4408002 352	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2740	SRA Sample SRR3160439 1408	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2643	SRA Sample SRR3160439 1311	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1720	SRA Sample SRR3160439 388	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1244	SRA Sample SRR346703 64	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2567	SRA Sample SRR3160439 1235	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3730	SRA Sample SRR061934 94	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1141	SRA Sample SRR4305224 52	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2691	SRA Sample SRR3160439 1359	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2887	SRA Sample SRR1804611 146	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|159	SRA Sample SRR341602 159	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3842	SRA Sample SRR341639 103	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2292	SRA Sample SRR3160439 960	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|300	SRA Sample SRR341602 300	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|71	SRA Sample ERR1018206 71	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|3615	SRA Sample SRR1805011 720	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1939	SRA Sample SRR3160439 607	haplotype called by gretel version 0.0.8							
