#Sequence ID	name	date	latlon	primer	latitude	longitude	sample_number	location	type	country	locality	note	address	altitude	contact	university	sample_date	sex	yearmonth	method	sample	bin_id	sample_processing	Description	site	source	volunteer	sampletype	sampleid	notes	lat_lon
Dallas|20140616|USA|90	SRA Sample SRR3160438 90	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|93	SRA Sample SRR3160438 93	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|92	SRA Sample SRR3160438 92	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Ralsko|20151201|Czech_Republic|1	Cinek primer B sample 16 20151201	20151201	50.5583072,14.8217867	B	50.5583072	14.8217867	275	Zastavka u Brna	post-STP, refugee camp	Czech_Republic	Ralsko				Ondrej Cinek	Univerzita Karlova															
Pinkenba|20170822|Australia|1	Barr Monash Sample8 PrimerB 20170822	20170822	-27.3755791,153.1491078	B	-27.3755791	153.1491078	8	Luggage Point WWTP, Queensland, Australia	WWTP	Australia	Pinkenba																				
Lanzhou_Shi|20120101|China|358	SRA Sample ERR1018206 312	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|359	SRA Sample ERR1018206 313	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|350	SRA Sample ERR1018206 304	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|351	SRA Sample ERR1018206 305	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|352	SRA Sample ERR1018206 306	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|353	SRA Sample ERR1018206 307	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|354	SRA Sample ERR1018206 308	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|355	SRA Sample ERR1018206 309	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|356	SRA Sample ERR1018206 310	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|357	SRA Sample ERR1018206 311	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Edmonton|20130101|Canada|2	SRA Sample SRR2082447 1	20130101	53.520710,-113.524239		53.520710	-113.524239				Canada	Edmonton									haplotype called by gretel version 0.0.8											53.520710 N 113.524239 W
Usti_nad_Labem|20151201|Czech_Republic|2	Cinek primer B sample 17 20151201	20151201	50.6604875,14.0406928	B	50.6604875	14.0406928	368	Jezova	post-STP, refugee camp	Czech_Republic	Usti nad Labem				Ondrej Cinek	Univerzita Karlova															
Usti_nad_Labem|20151201|Czech_Republic|1	Cinek primer B sample 3 20151201	20151201	50.6604875,14.0406928	B	50.6604875	14.0406928	430	Brno - Zastavka	post-STP, refugee camp	Czech_Republic	Usti nad Labem				Ondrej Cinek	Univerzita Karlova															
Niederdorla|20110501|Germany|1	SRA Sample SRR2155337 1	20110501	51.165691,10.451526		51.165691	10.451526				Germany	Niederdorla									haplotype called by gretel version 0.0.8											
Modfice|20151201|Czech_Republic|1	Cinek primer B sample 12 20151201	20151201	49.1278897,16.6144122	B	49.1278897	16.6144122	476	Ostrava	pre-sewage treatment plant	Czech_Republic	Modfice				Ondrej Cinek	Univerzita Karlova															
Carlsbad|20161101|USA|1	Carlsbad Primer B Site 3 20161101	20161101	33.116202,-117.321597	B	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201611						3						
Lanzhou_Shi|20120101|China|178	SRA Sample ERR1018206 132	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|179	SRA Sample ERR1018206 133	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|174	SRA Sample ERR1018206 128	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|175	SRA Sample ERR1018206 129	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|176	SRA Sample ERR1018206 130	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|177	SRA Sample ERR1018206 131	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|170	SRA Sample ERR1018206 124	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|171	SRA Sample ERR1018206 125	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|172	SRA Sample ERR1018206 126	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|173	SRA Sample ERR1018206 127	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Girona|20141125|Spain|8	SRA Sample SRR2097333 8	20141125	42.025312,2.831897		42.025312	2.831897				Spain	Girona									haplotype called by gretel version 0.0.8											42.025312 N 2.831897 E
Girona|20141125|Spain|9	SRA Sample SRR2097333 9	20141125	42.025312,2.831897		42.025312	2.831897				Spain	Girona									haplotype called by gretel version 0.0.8											42.025312 N 2.831897 E
Girona|20141125|Spain|1	SRA Sample SRR2097333 1	20141125	42.025312,2.831897		42.025312	2.831897				Spain	Girona									haplotype called by gretel version 0.0.8											42.025312 N 2.831897 E
Girona|20141125|Spain|2	SRA Sample SRR2097333 2	20141125	42.025312,2.831897		42.025312	2.831897				Spain	Girona									haplotype called by gretel version 0.0.8											42.025312 N 2.831897 E
Girona|20141125|Spain|3	SRA Sample SRR2097333 3	20141125	42.025312,2.831897		42.025312	2.831897				Spain	Girona									haplotype called by gretel version 0.0.8											42.025312 N 2.831897 E
Girona|20141125|Spain|4	SRA Sample SRR2097333 4	20141125	42.025312,2.831897		42.025312	2.831897				Spain	Girona									haplotype called by gretel version 0.0.8											42.025312 N 2.831897 E
Girona|20141125|Spain|5	SRA Sample SRR2097333 5	20141125	42.025312,2.831897		42.025312	2.831897				Spain	Girona									haplotype called by gretel version 0.0.8											42.025312 N 2.831897 E
Girona|20141125|Spain|6	SRA Sample SRR2097333 6	20141125	42.025312,2.831897		42.025312	2.831897				Spain	Girona									haplotype called by gretel version 0.0.8											42.025312 N 2.831897 E
Girona|20141125|Spain|7	SRA Sample SRR2097333 7	20141125	42.025312,2.831897		42.025312	2.831897				Spain	Girona									haplotype called by gretel version 0.0.8											42.025312 N 2.831897 E
Roma|20130101|Italy|39	SRA Sample SRR4074259 2	20130101	41.87194,12.56738		41.87194	12.56738				Italy	Roma									haplotype called by gretel version 0.0.8											
Roma|20130101|Italy|38	SRA Sample SRR4074259 1	20130101	41.87194,12.56738		41.87194	12.56738				Italy	Roma									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|109	SRA Sample ERR1190837 1	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|108	SRA Sample ERR1190953 7	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|107	SRA Sample ERR1190953 6	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Carlsbad|20151209|USA|1	Edwards Primer B Site 3 20151209	20151209	33.116202,-117.321597	B	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University															
Courtaboeuf_Cedex|20050101|France|29	SRA Sample ERR479386 7	20050101	46.227638,2.213749		46.227638	2.213749				France	Courtaboeuf Cedex									haplotype called by gretel version 0.0.8											
Courtaboeuf_Cedex|20050101|France|28	SRA Sample ERR479386 6	20050101	46.227638,2.213749		46.227638	2.213749				France	Courtaboeuf Cedex									haplotype called by gretel version 0.0.8											
Courtaboeuf_Cedex|20050101|France|27	SRA Sample ERR479386 5	20050101	46.227638,2.213749		46.227638	2.213749				France	Courtaboeuf Cedex									haplotype called by gretel version 0.0.8											
Courtaboeuf_Cedex|20050101|France|26	SRA Sample ERR479386 4	20050101	46.227638,2.213749		46.227638	2.213749				France	Courtaboeuf Cedex									haplotype called by gretel version 0.0.8											
Courtaboeuf_Cedex|20050101|France|25	SRA Sample ERR479386 3	20050101	46.227638,2.213749		46.227638	2.213749				France	Courtaboeuf Cedex									haplotype called by gretel version 0.0.8											
Dallas|20140616|USA|118	SRA Sample SRR3160438 118	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Courtaboeuf_Cedex|20050101|France|23	SRA Sample ERR479386 1	20050101	46.227638,2.213749		46.227638	2.213749				France	Courtaboeuf Cedex									haplotype called by gretel version 0.0.8											
Roma|20130101|Italy|37	SRA Sample SRR4074260 31	20130101	41.87194,12.56738		41.87194	12.56738				Italy	Roma									haplotype called by gretel version 0.0.8											
Courtaboeuf_Cedex|20050101|France|21	SRA Sample ERR479367 2	20050101	46.227638,2.213749		46.227638	2.213749				France	Courtaboeuf Cedex									haplotype called by gretel version 0.0.8											
Courtaboeuf_Cedex|20050101|France|20	SRA Sample ERR479367 1	20050101	46.227638,2.213749		46.227638	2.213749				France	Courtaboeuf Cedex									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|104	SRA Sample ERR1190953 3	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|103	SRA Sample ERR1190953 2	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|102	SRA Sample ERR1190953 1	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|101	SRA Sample ERR1190640 5	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|100	SRA Sample ERR1190640 4	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Bern|20160127|Switzerland|1	67.Switzerland.Bern.27-01-2016	20160127	46.9479739,7.4474468		46.9479739	7.4474468				Switzerland	Bern																			crAssphage_B 1-1354 (100%) aligns to NODE_317_length_27741_cov_34.6227 4337-5690 with 98.227% identity	
Lanzhou_Shi|20120101|China|596	SRA Sample ERR589773 5	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|597	SRA Sample ERR589750 1	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|594	SRA Sample ERR589773 3	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|595	SRA Sample ERR589773 4	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|592	SRA Sample ERR589773 1	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|593	SRA Sample ERR589773 2	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|590	SRA Sample ERR1018255 3	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|591	SRA Sample ERR1018303 1	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|598	SRA Sample ERR589821 1	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|599	SRA Sample ERR589821 2	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|42	SRA Sample ERR1190619 1	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Barcelona|20160210|Spain|1	75.Spain.Barcelona.10-02-2016	20160210	41.3850639,2.1734035		41.3850639	2.1734035				Spain	Barcelona																			crAssphage_B 1-1354 (100%) aligns to NODE_2679_length_19994_cov_65.7741 15658-14305 with 98.597% identity	
Evrange|20121018|Luxembourg|2	SRA Sample SRR3313045 2	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|3	SRA Sample SRR3313045 3	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|1	SRA Sample SRR3313045 1	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Dallas|20140616|USA|88	SRA Sample SRR3160438 88	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Kuala_Lumpur|20160204|Malaysia|1	54.Malaysia.Kuala_Lumpur.04-02-2016	20160204	3.139003,101.686855		3.139003	101.686855				Malaysia	Kuala_Lumpur																			crAssphage_B 1-1354 (100%) aligns to NODE_475_length_21871_cov_40.2466 4392-5745 with 98.523% identity	
Dallas|20140616|USA|86	SRA Sample SRR3160438 86	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|87	SRA Sample SRR3160438 87	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|84	SRA Sample SRR3160438 84	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|85	SRA Sample SRR3160438 85	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|82	SRA Sample SRR3160438 82	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|83	SRA Sample SRR3160438 83	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|80	SRA Sample SRR3160438 80	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|81	SRA Sample SRR3160438 81	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Madrid|20090101|Spain|29	SRA Sample ERR414386 3	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|28	SRA Sample ERR414386 2	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|21	SRA Sample ERR414387 2	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|20	SRA Sample ERR414387 1	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|23	SRA Sample ERR209607 1	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|22	SRA Sample ERR414387 3	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|25	SRA Sample ERR209607 3	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|24	SRA Sample ERR209607 2	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|27	SRA Sample ERR414386 1	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|26	SRA Sample ERR209607 4	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Prishtina|20160203|Kosova|1	60.Kosova.Prishtina.03-02-2016	20160203	42.6629138,21.1655028		42.6629138	21.1655028				Kosova	Prishtina																			crAssphage_B 1-1346 (99%) aligns to NODE_1471_length_4545_cov_4.54744 324-1669 with 97.920% identity	
Montreal|20100715|Canada|2	SRA Sample SRR2583984 2	20100715	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Montreal|20100715|Canada|3	SRA Sample SRR2583984 3	20100715	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Montreal|20100715|Canada|1	SRA Sample SRR2583984 1	20100715	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
San_Marcos|20160101|USA|1	San_Marcos Primer B Site 4 20160101	20160101	33.144526,-117.178849	B	33.144526	-117.178849				USA	San Marcos		Vallecitos Water District, 201 Vallecitos De Oro, San Marcos, CA 92069		Rob Edwards	San Diego State University			201601						4						
Montreal|20100715|Canada|4	SRA Sample SRR2583972 1	20100715	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
