#Sequence ID	name	date	latlon	primer	latitude	longitude	sample_number	location	type	country	locality	address	altitude	contact	university	sample_date	sex	note	yearmonth	method	sample	bin_id	sample_processing	Description	site	source	volunteer	sampletype	sampleid	notes	lat_lon
NA|00000000|NA|8247	SRA Sample ERR1110353 8																			haplotype called by gretel version 0.0.8											
Prague|20160201|Czech_Republic|1	23.Czech_Republic.Prague.01-02-2016	20160201	50.0755381,14.4378005		50.0755381	14.4378005				Czech_Republic	Prague																			crAssphage_A 1-1331 (100%) aligns to NODE_380_length_25093_cov_24.3848 23110-21777 with 96.177% identity	
Edmonton|20130101|Canada|9	SRA Sample SRR2082446 3	20130101	53.520710,-113.524239		53.520710	-113.524239				Canada	Edmonton									haplotype called by gretel version 0.0.8											53.520710 N 113.524239 W
NA|00000000|NA|3034	SRA Sample SRR538232 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7402	SRA Sample SRR059331 16																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4411	SRA Sample SRR3160439 994																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|1339	SRA Sample ERR1514427 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7435	SRA Sample SRR059331 49																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3011	SRA Sample SRR2231808 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3513	SRA Sample SRR3160439 96																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4366	SRA Sample SRR3160439 949																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|6260	SRA Sample SRR1805011 708																			haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|4	SRA Sample SRR1554403 4	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
NA|00000000|NA|3831	SRA Sample SRR3160439 414																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9395	SRA Sample ERR1136716 3																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9150	SRA Sample SRR2674233 96																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3204	SRA Sample ERR636349 3																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9959	SRA Sample SRR1803358 448																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7595	SRA Sample SRR1804086 50																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|320	SRA Sample ERR1018206 294	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|2127	SRA Sample SRR4408002 665																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|157	SRA Sample ERR1190861 1	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|2557	SRA Sample SRR061112 68																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|5243	SRA Sample SRR2241118 2																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|556	SRA Sample ERR589821 162	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|156	SRA Sample SRR1554402 99	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
NA|00000000|NA|40	SRA Sample SRR1804614 3																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|6005	SRA Sample SRR1805011 453																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|6115	SRA Sample SRR1805011 563																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|190	SRA Sample ERR1190581 1	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|8942	SRA Sample SRR341639 90																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|10106	SRA Sample SRR1565850 2																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|10104	SRA Sample SRR4305431 3																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|8998	SRA Sample SRR341639 146																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9259	SRA Sample SRR2726602 33																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|119	SRA Sample ERR1018206 93	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|3092	SRA Sample ERR1305881 2																			haplotype called by gretel version 0.0.8											
Niederdorla|20100201|Germany|14	SRA Sample SRR2155368 12	20100201	51.165691,10.451526		51.165691	10.451526				Germany	Niederdorla									haplotype called by gretel version 0.0.8											
NA|00000000|NA|1584	SRA Sample SRR4408002 122																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9509	SRA Sample SRR061330 5																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|10244	SRA Sample ERR1467150 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7370	SRA Sample SRR1804657 4																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|10239	SRA Sample SRR1571124 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|6647	SRA Sample SRR3713840 34																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3621	SRA Sample SRR3160439 204																			haplotype called by gretel version 0.0.8											
Montreal|20100416|Canada|11	SRA Sample SRR2566059 11	20100416	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
NA|00000000|NA|268	SRA Sample SRR341602 168																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4168	SRA Sample SRR3160439 751																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9243	SRA Sample SRR2726602 17																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|2623	SRA Sample SRR061118 23																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|1068	SRA Sample SRR061128 37																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|2704	SRA Sample SRR2725846 35																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|8743	SRA Sample SRR1765640 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|624	SRA Sample SRR2726248 12																			haplotype called by gretel version 0.0.8											
Montreal|20100416|Canada|24	SRA Sample SRR2566059 24	20100416	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
NA|00000000|NA|1826	SRA Sample SRR4408002 364																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|5242	SRA Sample SRR2241118 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4534	SRA Sample SRR3160439 1117																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9763	SRA Sample SRR1803358 252																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|596	SRA Sample ERR1018235 6	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|8443	SRA Sample SRR061934 79																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9657	SRA Sample SRR1803358 146																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|942	SRA Sample SRR1031496 3																			haplotype called by gretel version 0.0.8											
Kitwe|20160112|Zambia|1	49b.Zambia.Kitwe.12-01-2016	20160112	-12.8231947,28.2175744		-12.8231947	28.2175744				Zambia	Kitwe																			crAssphage_A 1-1331 (100%) aligns to NODE_43794_length_3540_cov_95.161 1662-332 with 97.295% identity	
NA|00000000|NA|4132	SRA Sample SRR3160439 715																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4929	SRA Sample SRR533542 2																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|6693	SRA Sample SRR1804917 7																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|8456	SRA Sample SRR061934 92																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3564	SRA Sample SRR3160439 147																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|6568	SRA Sample SRR541095 15																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|5233	SRA Sample SRR585697 10																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|486	SRA Sample ERR589821 92	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|9461	SRA Sample SRR1804181 19																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|5733	SRA Sample SRR1805011 181																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|6893	SRA Sample SRR2726028 58																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|10099	SRA Sample ERR688511 4																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|5860	SRA Sample SRR1805011 308																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4153	SRA Sample SRR3160439 736																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|2912	SRA Sample SRR1980467 1																			haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|65	SRA Sample ERR414235 32	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|299	SRA Sample ERR1018206 273	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|3010	SRA Sample SRR043435 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|1523	SRA Sample SRR4408002 61																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|8921	SRA Sample SRR341639 69																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|8060	SRA Sample ERR1110328 2																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|8997	SRA Sample SRR341639 145																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|6443	SRA Sample SRR1980438 3																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|413	SRA Sample SRR341602 313																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|546	SRA Sample SRR532153 20																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|1212	SRA Sample SRR2673279 48																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4158	SRA Sample SRR3160439 741																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3233	SRA Sample SRR346703 1																			haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|16	SRA Sample ERR209824 11	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Oslo|20060206|Norway|1	Cinek.Norway.amplicons.T9785_A	20060206	59.9138688,10.7522454	A	59.9138688	10.7522454				Norway	Oslo					20060206			200602	Sanger											
NA|00000000|NA|4328	SRA Sample SRR3160439 911																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|11	SRA Sample ERR1018265 3	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|5164	SRA Sample ERR1137448 6																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|2266	SRA Sample SRR041657 17																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|32	SRA Sample SRR1197537 4																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|2864	SRA Sample SRR2237809 2																			haplotype called by gretel version 0.0.8											
Montreal|20100113|Canada|5	SRA Sample SRR2565988 5	20100113	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
NA|00000000|NA|9608	SRA Sample SRR1803358 97																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9426	SRA Sample SRR2725848 17																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|2219	SRA Sample SRR1437814 6																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3812	SRA Sample SRR3160439 395																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4651	SRA Sample SRR3160439 1234																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|615	SRA Sample SRR2726248 3																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7132	SRA Sample SRR041656 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9868	SRA Sample SRR1803358 357																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9881	SRA Sample SRR1803358 370																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|708	SRA Sample SRR061114 54																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9809	SRA Sample SRR1803358 298																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|10208	SRA Sample SRR061149 95																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|8062	SRA Sample ERR1110328 4																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7740	SRA Sample SRR1197039 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7581	SRA Sample SRR1804086 36																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3188	SRA Sample SRR042181 93																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4711	SRA Sample SRR3160439 1294																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|6289	SRA Sample SRR1805011 737																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3888	SRA Sample SRR3160439 471																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|5441	SRA Sample SRR413594 2																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7497	SRA Sample SRR2674235 7																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|666	SRA Sample ERR589826 1	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|7756	SRA Sample ERR1293565 8																			haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|88	SRA Sample ERR209823 8	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
NA|00000000|NA|2840	SRA Sample SRR1031074 9																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3511	SRA Sample SRR3160439 94																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7368	SRA Sample SRR1804657 2																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4316	SRA Sample SRR3160439 899																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9846	SRA Sample SRR1803358 335																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|1660	SRA Sample SRR4408002 198																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|1735	SRA Sample SRR4408002 273																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|1940	SRA Sample SRR4408002 478																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|722	SRA Sample SRR061130 6																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|2566	SRA Sample SRR061112 77																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|592	SRA Sample ERR1018235 2	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|9279	SRA Sample SRR1197610 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3374	SRA Sample SRR346703 142																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|6194	SRA Sample SRR1805011 642																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3645	SRA Sample SRR3160439 228																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7619	SRA Sample SRR1804086 74																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4244	SRA Sample SRR3160439 827																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4910	SRA Sample DRR042371 2																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9482	SRA Sample SRR1804181 40																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|668	SRA Sample SRR061114 14																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|478	SRA Sample ERR589821 84	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|5888	SRA Sample SRR1805011 336																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7028	SRA Sample SRR061116 21																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4980	SRA Sample ERR1301407 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9183	SRA Sample SRR2674233 129																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4074	SRA Sample SRR3160439 657																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|248	SRA Sample ERR1018206 222	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|4059	SRA Sample SRR3160439 642																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9335	SRA Sample SRR540392 3																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3399	SRA Sample ERR719401 2																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20130101|China|6	SRA Sample ERR1578694 6	20130101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|8832	SRA Sample SRR789046 2																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3707	SRA Sample SRR3160439 290																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|490	SRA Sample ERR589821 96	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|937	SRA Sample SRR1980441 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|9266	SRA Sample SRR2726602 40																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|8576	SRA Sample ERR1136664 26																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|470	SRA Sample ERR589821 76	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|6989	SRA Sample SRR2726135 29																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|2786	SRA Sample SRR4305224 55																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3366	SRA Sample SRR346703 134																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|1057	SRA Sample SRR061128 26																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3946	SRA Sample SRR3160439 529																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7367	SRA Sample SRR1804657 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7465	SRA Sample SRR528069 2																			haplotype called by gretel version 0.0.8											
Lima|20160204|Peru|1	35.Peru.Lima.04-02-2016	20160204	-12.0463731,-77.042754		-12.0463731	-77.042754				Peru	Lima																			crAssphage_A 1-1331 (100%) aligns to NODE_88_length_39543_cov_12.2741 35683-34353 with 97.070% identity	
NA|00000000|NA|7543	SRA Sample SRR061557 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4256	SRA Sample SRR3160439 839																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|6001	SRA Sample SRR1805011 449																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|8109	SRA Sample SRR041655 15																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|8140	SRA Sample SRR041655 46																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|5689	SRA Sample SRR1805011 137																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|83	SRA Sample ERR1018206 57	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|8	SRA Sample SRR534441 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7716	SRA Sample SRR532541 4																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|6382	SRA Sample SRR4305476 22																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|8805	SRA Sample ERR1137212 14																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4339	SRA Sample SRR3160439 922																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|674	SRA Sample ERR1018294 1	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|5340	SRA Sample DRR042357 3																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|2945	SRA Sample SRR2725850 24																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|68	SRA Sample ERR1018206 42	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|3022	SRA Sample SRR1031763 3																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7870	SRA Sample SRR1804827 4																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|713	SRA Sample ERR1018191 39	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|10161	SRA Sample SRR061149 48																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|123	SRA Sample ERR1018206 97	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|800	SRA Sample SRR1804886 4																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|2188	SRA Sample SRR1804756 20																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7228	SRA Sample SRR042184 18																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|2506	SRA Sample SRR061112 17																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|2225	SRA Sample ERR1136930 2																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|242	SRA Sample ERR1018206 216	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|7014	SRA Sample SRR061116 7																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|4706	SRA Sample SRR3160439 1289																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|1871	SRA Sample SRR4408002 409																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7904	SRA Sample SRR2912795 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7474	SRA Sample SRR1804173 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3591	SRA Sample SRR3160439 174																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|5777	SRA Sample SRR1805011 225																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|2203	SRA Sample SRR1491561 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|1509	SRA Sample SRR4408002 47																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3958	SRA Sample SRR3160439 541																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|226	SRA Sample ERR1018206 200	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|3287	SRA Sample SRR346703 55																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|7166	SRA Sample SRR528208 1																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|3696	SRA Sample SRR3160439 279																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|6713	SRA Sample SRR1804917 27																			haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20110101|China|55	SRA Sample ERR528336 4	20110101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
NA|00000000|NA|1056	SRA Sample SRR061128 25																			haplotype called by gretel version 0.0.8											
NA|00000000|NA|1841	SRA Sample SRR4408002 379																			haplotype called by gretel version 0.0.8											
